TABLE NO.  1
 DV          PRED        RES         WRES
  7.9399E+01  6.5484E+01  1.3915E+01  7.8903E-01
  1.3770E+01  1.6848E+01 -3.0785E+00  2.4999E-01
  7.9024E+01  6.4081E+01  1.4943E+01  1.0385E+00
  1.5110E+01  1.6973E+01 -1.8634E+00  6.1586E-01
  7.4404E+01  6.3966E+01  1.0438E+01  2.1741E-01
  1.7154E+01  1.6984E+01  1.6979E-01  1.2280E+00
  3.8218E+01  5.4575E+01 -1.6357E+01 -8.5932E-01
  2.8498E+01  3.2893E+01 -4.3947E+00 -2.3620E-01
  1.7802E+01  2.2512E+01 -4.7099E+00 -2.5915E-01
  1.5035E+01  1.8996E+01 -3.9613E+00  5.2184E-02
  1.3389E+01  1.8051E+01 -4.6617E+00 -1.4818E-01
  9.9588E+00  1.6984E+01 -7.0257E+00 -9.4123E-01
  1.1862E+01  1.6985E+01 -5.1227E+00 -3.6754E-01
  1.1264E+01  1.2039E+01 -7.7456E-01  7.3012E-01
  6.5159E+00  8.5334E+00 -2.0175E+00 -2.1390E-01
  5.5728E+00  6.0488E+00 -4.7595E-01  3.3042E-01
  1.0647E+02  9.9698E+01  6.7717E+00  1.9572E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2920E+01  3.3998E+01 -2.1078E+01 -2.0106E+00
  1.0997E+01  1.5592E+01 -4.5954E+00 -2.8576E+00
  9.2622E+00  6.0564E+00  3.2058E+00  9.8829E-01
  4.6202E+00  2.8437E+00  1.7765E+00  3.4653E+00
  1.8298E+00  2.2649E+00 -4.3514E-01  2.3025E-01
  1.4399E+00  2.0502E+00 -6.1026E-01 -7.6210E-02
  8.7631E+00  1.1692E+01 -2.9291E+00 -1.8205E-01
  8.4566E+01  7.0752E+01  1.3814E+01  6.7513E-01
  9.2717E+00  1.2712E+01 -3.4400E+00 -4.2392E-01
  8.9504E+00  1.2801E+01 -3.8502E+00 -5.9955E-01
  7.8991E+01  6.8936E+01  1.0055E+01  1.1489E-01
  1.2008E+01  1.2808E+01 -8.0002E-01  6.1061E-01
  7.6808E+01  6.8925E+01  7.8834E+00 -2.8179E-01
  2.4530E+01  4.6620E+01 -2.2090E+01 -1.3729E+00
  2.2445E+01  2.7942E+01 -5.4969E+00 -1.2547E+00
  2.1973E+01  1.8140E+01  3.8334E+00  1.2360E+00
  1.5515E+01  1.4581E+01  9.3393E-01  1.1125E+00
  1.1785E+01  1.3666E+01 -1.8813E+00  2.3772E-01
  9.5195E+00  1.2808E+01 -3.2887E+00 -3.7831E-01
  1.0529E+01  1.2808E+01 -2.2793E+00  2.2684E-02
  8.1855E+00  9.0379E+00 -8.5243E-01  1.4115E-01
  7.0722E+00  6.3785E+00  6.9367E-01  7.7207E-01
  5.9196E+00  4.5017E+00  1.4179E+00  1.3255E+00
  7.0850E+01  9.9698E+01 -2.8848E+01 -4.8903E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.6161E+01  3.4347E+01 -8.1864E+00 -6.1797E-01
  1.2649E+01  1.3963E+01 -1.3142E+00 -1.0790E+00
  5.4605E+00  5.0412E+00  4.1933E-01 -5.5675E-01
  3.8185E+00  2.5025E+00  1.3160E+00  1.3895E+00
  3.1598E+00  2.1119E+00  1.0479E+00  1.1133E+00
  3.0234E+00  1.9290E+00  1.0944E+00  1.5936E+00
  8.8809E+00  9.6119E+00 -7.3099E-01  2.9171E-01
  4.0987E+01  7.4913E+01 -3.3926E+01 -1.9437E+00
  1.0030E+01  1.0113E+01 -8.3377E-02  8.5162E-01
  9.4227E+00  1.0140E+01 -7.1684E-01  5.5612E-01
  5.7094E+01  7.3756E+01 -1.6662E+01  1.1318E+00
  8.3137E+00  1.0141E+01 -1.8272E+00  4.2477E-03
  4.5021E+01  7.3753E+01 -2.8732E+01 -1.0841E+00
  2.6176E+01  4.4311E+01 -1.8135E+01 -1.5400E+00
  2.2423E+01  2.3668E+01 -1.2446E+00 -2.6634E-01
  1.4909E+01  1.4493E+01  4.1604E-01  4.7773E-01
  9.2185E+00  1.1628E+01 -2.4092E+00 -3.6714E-01
  8.1059E+00  1.0922E+01 -2.8160E+00 -5.0573E-01
  7.2588E+00  1.0141E+01 -2.8821E+00 -5.2159E-01
  7.1643E+00  1.0141E+01 -2.9766E+00 -5.6868E-01
  4.1061E+00  6.6502E+00 -2.5441E+00 -2.6427E-01
  1.5403E+00  4.3613E+00 -2.8210E+00 -6.0991E-01
  8.1480E-01  2.8602E+00 -2.0454E+00  7.2373E-03
  9.4843E+01  9.9698E+01 -4.8553E+00  6.4612E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.0286E+01  1.9055E+01  1.1231E+01  1.1789E+00
  1.5027E+01  1.3290E+01  1.7374E+00  1.9555E-02
  6.7979E+00  7.2169E+00 -4.1896E-01 -1.2646E+00
  4.9212E+00  3.3554E+00  1.5658E+00  4.0511E-01
  1.9982E+00  1.8810E+00  1.1719E-01 -2.6194E+00
  1.5877E+00  1.0933E+00  4.9439E-01 -5.4884E-01
  9.6222E+00  6.2203E+00  3.4019E+00 -2.0170E+00
  5.5718E+01  8.4120E+01 -2.8402E+01 -8.9961E-01
  1.5551E+01  6.9492E+00  8.6018E+00  8.2745E-01
  5.0972E+01  8.1894E+01 -3.0922E+01 -8.0177E-01
  1.6174E+01  7.0363E+00  9.1377E+00  9.7825E-01
  1.4258E+01  7.0462E+00  7.2118E+00 -4.2919E-01
  5.2521E+01  8.1607E+01 -2.9086E+01 -3.4141E-01
  3.5229E+01  2.5968E+01  9.2606E+00 -7.8009E-01
  2.5836E+01  2.0037E+01  5.7995E+00 -7.0737E-01
  2.3288E+01  1.3820E+01  9.4683E+00  4.5374E-01
  2.0553E+01  9.7835E+00  1.0769E+01  1.1814E+00
  1.7677E+01  8.1450E+00  9.5320E+00  7.6197E-01
  1.9883E+01  7.0465E+00  1.2837E+01  3.5752E+00
  1.9445E+01  7.0467E+00  1.2398E+01  3.2621E+00
  1.1934E+01  5.1149E+00  6.8191E+00  1.9683E-02
  1.0022E+01  3.7757E+00  6.2463E+00  4.3740E-01
  7.5158E+00  2.7872E+00  4.7286E+00 -4.3753E-01
  1.3128E+02  9.9698E+01  3.1582E+01  1.1818E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.9010E+01  3.5857E+01 -6.8466E+00 -1.4404E+00
  7.6554E+00  1.4767E+01 -7.1112E+00 -2.1305E+00
  3.7925E+00  5.4757E+00 -1.6832E+00 -1.0741E+00
  5.0021E+00  2.8157E+00  2.1864E+00  2.8204E+00
  3.7167E+00  2.4018E+00  1.3149E+00  8.1226E-01
  3.2092E+00  2.2039E+00  1.0053E+00  2.4051E-01
  1.8582E+01  1.1367E+01  7.2146E+00  2.3164E+00
  1.0009E+02  7.1333E+01  2.8757E+01  1.1141E+00
  1.3266E+01  1.2047E+01  1.2187E+00 -3.5435E-01
  1.3083E+01  1.2088E+01  9.9507E-01 -4.4136E-01
  8.9260E+01  7.0074E+01  1.9186E+01 -6.7305E-01
  1.8975E+01  1.2090E+01  6.8847E+00  2.0326E+00
  9.6555E+01  7.0070E+01  2.6485E+01  6.6629E-01
  4.2199E+01  4.7745E+01 -5.5465E+00 -9.7295E-01
  2.0031E+01  2.6360E+01 -6.3290E+00 -1.4073E+00
  2.0378E+01  1.6781E+01  3.5968E+00  7.1921E-01
  1.8772E+01  1.3748E+01  5.0236E+00  1.1040E+00
  1.5281E+01  1.2974E+01  2.3070E+00  5.4146E-02
  1.4420E+01  1.2090E+01  2.3297E+00  1.1977E-01
  1.4099E+01  1.2090E+01  2.0086E+00 -1.5040E-02
  1.0442E+01  8.0848E+00  2.3572E+00  6.6622E-01
  6.5033E+00  5.4066E+00  1.0967E+00  3.9846E-01
  3.7561E+00  3.6155E+00  1.4056E-01 -5.3471E-02
  9.1214E+01  9.9698E+01 -8.4843E+00  8.0365E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0306E+01  2.6547E+01 -1.6241E+01 -2.5922E+00
  7.8165E+00  1.2535E+01 -4.7187E+00 -2.6806E+00
  4.9781E+00  4.8738E+00  1.0431E-01 -4.4339E-01
  2.0059E+00  2.1326E+00 -1.2670E-01  3.7498E-01
  1.1321E+00  1.5918E+00 -4.5970E-01 -1.5288E-01
  1.3417E+00  1.3682E+00 -2.6473E-02  1.2705E+00
  5.5931E+00  5.5594E+00  3.3746E-02  6.5081E-02
  6.7739E+00  5.6774E+00  1.0965E+00  8.6516E-01
  7.1208E+01  8.5846E+01 -1.4638E+01 -3.4578E-01
  5.9786E+00  5.6799E+00  2.9871E-01  1.5989E-01
  6.8156E+01  8.5837E+01 -1.7681E+01 -9.0188E-01
  7.5899E+00  5.6799E+00  1.9100E+00  1.5714E+00
  6.9130E+01  8.5837E+01 -1.6707E+01 -7.2302E-01
  2.3270E+01  3.2097E+01 -8.8267E+00 -9.0757E-01
  1.7163E+01  1.7896E+01 -7.3348E-01 -7.0389E-01
  9.4831E+00  1.0054E+01 -5.7057E-01 -7.2751E-01
  6.8378E+00  7.0803E+00 -2.4247E-01 -2.2404E-01
  6.5416E+00  6.3177E+00  2.2389E-01  2.0197E-01
  6.4417E+00  5.6799E+00  7.6176E-01  5.6541E-01
  5.0798E+00  5.6799E+00 -6.0015E-01 -6.2781E-01
  4.4975E+00  3.2747E+00  1.2228E+00  6.6659E-01
  3.2451E+00  1.8888E+00  1.3563E+00  1.1184E+00
  1.7977E+00  1.0895E+00  7.0822E-01 -6.4592E-02
  1.1869E+02  9.9698E+01  1.8992E+01 -3.3378E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5347E+01  2.1072E+01 -5.7251E+00 -2.7293E-01
  1.2535E+01  1.3667E+01 -1.1323E+00 -6.2685E-01
  7.2645E+00  6.9164E+00  3.4813E-01 -3.1492E-01
  4.5315E+00  3.0663E+00  1.4652E+00  2.1869E+00
  3.0268E+00  1.7760E+00  1.2508E+00  3.7632E+00
  8.3699E-01  1.1744E+00 -3.3738E-01 -1.1189E+00
  4.3001E+00  6.4616E+00 -2.1615E+00 -3.8470E-01
  1.1270E+02  8.3371E+01  2.9329E+01  5.5177E-01
  4.7326E+00  7.0353E+00 -2.3027E+00 -1.7822E-01
  4.4549E+00  7.0868E+00 -2.6319E+00 -3.7220E-01
  1.1486E+02  8.1487E+01  3.3373E+01  1.1350E+00
  4.8748E+00  7.0912E+00 -2.2164E+00 -7.3530E-02
  1.1311E+02  8.1474E+01  3.1636E+01  8.1375E-01
  1.7491E+01  2.8036E+01 -1.0545E+01 -7.7315E-01
  1.4583E+01  2.0464E+01 -5.8807E+00 -1.0709E+00
  1.5850E+01  1.3560E+01  2.2903E+00  1.5276E+00
  7.9877E+00  9.5175E+00 -1.5298E+00  2.7099E-01
  5.9903E+00  8.0433E+00 -2.0530E+00  6.6515E-02
  5.6045E+00  7.0913E+00 -1.4868E+00  4.4275E-01
  6.0212E+00  7.0914E+00 -1.0702E+00  7.3757E-01
  3.2499E+00  4.9807E+00 -1.7308E+00  8.4389E-03
  2.2752E+00  3.5291E+00 -1.2539E+00  2.3278E-01
  1.5648E+00  2.5005E+00 -9.3572E-01  4.1167E-01
  9.9050E+01  9.9698E+01 -6.4829E-01  1.0912E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3642E+01  1.7438E+01 -3.7963E+00 -3.3197E+00
  7.7444E+00  1.2412E+01 -4.6676E+00 -2.9554E+00
  4.8131E+00  6.8582E+00 -2.0451E+00 -2.7399E+00
  3.1274E+00  3.2013E+00 -7.3919E-02 -2.6663E+00
  2.8006E+00  1.7459E+00  1.0547E+00 -7.9874E-01
  2.2231E+00  9.3251E-01  1.2906E+00  2.1500E+00
  1.1893E+01  5.1960E+00  6.6970E+00  9.7455E-01
  6.7352E+01  8.7409E+01 -2.0057E+01  1.4988E-01
  1.4021E+01  5.8342E+00  8.1868E+00  9.9392E-01
  5.6799E+01  8.5342E+01 -2.8543E+01 -8.0739E-01
  1.4394E+01  5.9147E+00  8.4793E+00  1.0080E+00
  5.1344E+01  8.5085E+01 -3.3741E+01 -1.6477E+00
  1.3214E+01  5.9244E+00  7.2896E+00 -3.1439E-02
  4.1438E+01  2.3240E+01  1.8198E+01  1.3280E+00
  2.2286E+01  1.8066E+01  4.2204E+00 -1.1607E+00
  1.7328E+01  1.2388E+01  4.9403E+00 -1.2874E+00
  1.7154E+01  8.5840E+00  8.5700E+00  2.5815E-01
  2.0759E+01  6.9929E+00  1.3766E+01  4.2469E+00
  1.6383E+01  5.9246E+00  1.0458E+01  2.6379E+00
  1.6392E+01  5.9249E+00  1.0467E+01  2.6441E+00
  1.0610E+01  4.3059E+00  6.3041E+00  2.0497E-01
  7.0807E+00  3.2035E+00  3.8772E+00 -1.8062E+00
  7.6635E+00  2.3833E+00  5.2802E+00  1.9166E+00
  6.9780E+01  9.9698E+01 -2.9918E+01 -2.2967E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2033E+01  3.4608E+01 -1.2575E+01 -7.9170E-01
  2.2930E+01  1.5544E+01  7.3857E+00  7.2613E-01
  7.4006E+00  5.9879E+00  1.4127E+00 -1.2265E+00
  4.2702E+00  2.8736E+00  1.3966E+00  2.3186E+00
  2.5538E+00  2.3307E+00  2.2306E-01  1.4307E+00
  1.5119E+00  2.1206E+00 -6.0868E-01 -3.8621E-01
  1.3261E+01  1.1909E+01  1.3524E+00  4.5466E-01
  5.8347E+01  7.0377E+01 -1.2030E+01  1.0307E+00
  1.5890E+01  1.2890E+01  2.9998E+00  6.8009E-01
  4.7687E+01  6.8800E+01 -2.1113E+01 -4.0362E-01
  1.4761E+01  1.2971E+01  1.7899E+00  1.3632E-01
  4.9877E+01  6.8678E+01 -1.8801E+01  5.6349E-02
  1.6733E+01  1.2977E+01  3.7555E+00  8.9978E-01
  3.1998E+01  4.7393E+01 -1.5395E+01 -1.0870E+00
  3.7280E+01  2.8047E+01  9.2329E+00  6.0356E-01
  2.1430E+01  1.8215E+01  3.2149E+00 -2.5535E-01
  1.5881E+01  1.4743E+01  1.1381E+00 -2.2020E-01
  1.8300E+01  1.3853E+01  4.4475E+00  1.1565E+00
  1.3182E+01  1.2978E+01  2.0437E-01 -4.9318E-01
  1.6175E+01  1.2978E+01  3.1973E+00  6.8045E-01
  1.0341E+01  9.0845E+00  1.2565E+00 -6.2404E-01
  9.6437E+00  6.3600E+00  3.2837E+00  4.0722E-01
  8.8111E+00  4.4526E+00  4.3585E+00  1.6487E+00
  1.2254E+02  9.9698E+01  2.2842E+01  1.6463E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0965E+01  3.5142E+01 -1.4177E+01 -1.7529E+00
  1.9107E+01  1.5687E+01  3.4198E+00 -9.6287E-01
  6.7147E+00  6.0526E+00  6.6210E-01 -1.7952E+00
  3.5973E+00  2.9519E+00  6.4543E-01  1.6005E+00
  2.5156E+00  2.4174E+00  9.8220E-02  2.0219E+00
  1.9954E+00  2.2059E+00 -2.1045E-01  1.3065E+00
  1.8562E+01  1.2407E+01  6.1549E+00  6.3622E-02
  7.1648E+01  6.9552E+01  2.0962E+00 -5.9907E-01
  2.3136E+01  1.3435E+01  9.7006E+00  1.8347E-01
  6.9034E+01  6.8005E+01  1.0295E+00 -2.8105E-01
  3.0504E+01  1.3521E+01  1.6983E+01  2.7427E+00
  7.2336E+01  6.7885E+01  4.4510E+00  4.3082E-01
  2.2958E+01  1.3527E+01  9.4306E+00 -1.2561E-01
  4.3621E+01  4.8470E+01 -4.8486E+00 -1.0873E+00
  4.2536E+01  2.8721E+01  1.3815E+01 -9.9975E-02
  3.9988E+01  1.8800E+01  2.1188E+01  2.5197E+00
  2.5735E+01  1.5327E+01  1.0408E+01  1.6181E-01
  1.8335E+01  1.4431E+01  3.9043E+00 -1.9925E+00
  2.2182E+01  1.3528E+01  8.6545E+00 -4.1846E-01
  2.6882E+01  1.3528E+01  1.3354E+01  1.3510E+00
  2.2755E+01  9.4769E+00  1.3278E+01  1.1499E+00
  1.6230E+01  6.6399E+00  9.5901E+00 -8.6898E-01
  2.1488E+01  4.6522E+00  1.6836E+01  6.2312E+00
  1.2990E+02  9.9698E+01  3.0202E+01  9.3360E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.7285E+01  2.8651E+01  1.8634E+01  6.5907E-01
  1.2664E+01  1.5738E+01 -3.0738E+00 -4.6731E-01
  6.9118E+00  6.8336E+00  7.8206E-02  7.4665E-01
  4.8639E+00  2.8583E+00  2.0056E+00  5.4944E-01
  4.5618E+00  1.8737E+00  2.6881E+00  9.4273E-01
  3.7164E+00  1.5286E+00  2.1878E+00 -5.1064E-01
  2.4908E+01  9.9274E+00  1.4981E+01  2.4364E+00
  7.7854E+01  7.4213E+01  3.6414E+00 -5.6639E-01
  2.1589E+01  1.1306E+01  1.0283E+01 -1.9358E-01
  2.5107E+01  1.1498E+01  1.3609E+01  1.3096E+00
  8.1128E+01  7.1097E+01  1.0031E+01  3.1293E-01
  2.8572E+01  1.1523E+01  1.7049E+01  2.8326E+00
  8.5347E+01  7.1052E+01  1.4295E+01  1.0868E+00
  7.4009E+01  4.0032E+01  3.3977E+01  1.5408E+00
  3.3424E+01  2.6915E+01  6.5090E+00 -2.1337E-01
  2.9476E+01  1.7814E+01  1.1662E+01  9.1637E-01
  3.0431E+01  1.3583E+01  1.6848E+01  2.3070E+00
  2.4415E+01  1.2350E+01  1.2065E+01  3.8597E-01
  1.7002E+01  1.1524E+01  5.4782E+00 -2.2723E+00
  2.6358E+01  1.1524E+01  1.4834E+01  1.8554E+00
  1.5452E+01  8.6826E+00  6.7694E+00 -3.2179E-01
  9.7210E+00  6.5503E+00  3.1707E+00 -1.1862E+00
  6.3228E+00  4.9417E+00  1.3811E+00 -1.4458E+00
  9.3948E+01  9.9698E+01 -5.7503E+00 -1.4118E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2090E+01  3.4142E+01  7.9481E+00  7.2234E-01
  1.5000E+01  1.8173E+01 -3.1731E+00 -7.0029E-01
  9.3968E+00  7.9500E+00  1.4468E+00  1.1617E+00
  4.7193E+00  3.7188E+00  1.0005E+00  3.6033E-01
  3.8202E+00  2.7597E+00  1.0605E+00  5.1713E-02
  4.1232E+00  2.4281E+00  1.6951E+00  1.4025E+00
  2.2515E+01  1.7081E+01  5.4342E+00  7.1064E-01
  6.6299E+01  6.3868E+01  2.4307E+00  5.3042E-01
  2.6994E+01  2.0085E+01  6.9092E+00  1.0814E+00
  2.2029E+01  2.0613E+01  1.4156E+00 -2.8359E-01
  6.1767E+01  6.1250E+01  5.1728E-01  2.9889E-03
  2.2472E+01  2.0701E+01  1.7712E+00 -1.8006E-01
  6.7132E+01  6.1197E+01  5.9349E+00  9.9046E-01
  5.2932E+01  5.4624E+01 -1.6922E+00 -6.4475E-01
  4.2143E+01  3.8337E+01  3.8061E+00  3.4871E-01
  2.2732E+01  2.7802E+01 -5.0705E+00 -1.3238E+00
  2.8994E+01  2.3165E+01  5.8295E+00  7.4653E-01
  2.4451E+01  2.1807E+01  2.6437E+00 -4.6446E-04
  2.3423E+01  2.0704E+01  2.7192E+00  5.6561E-02
  2.7417E+01  2.0706E+01  6.7106E+00  1.0505E+00
  2.4309E+01  1.6147E+01  8.1619E+00  2.0948E+00
  8.8390E+00  1.2598E+01 -3.7590E+00 -1.6112E+00
  9.3851E+00  9.8290E+00 -4.4388E-01 -1.4115E-01
  8.8152E+01  9.9698E+01 -1.1546E+01 -8.4299E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.6341E+01  2.4979E+01 -8.6377E+00 -7.8978E-01
  1.2198E+01  1.5607E+01 -3.4086E+00 -1.5161E+00
  6.6910E+00  7.7434E+00 -1.0524E+00 -1.1969E+00
  4.0661E+00  3.5734E+00  4.9275E-01  1.3264E+00
  1.3617E+00  2.2896E+00 -9.2786E-01 -4.1764E-01
  8.2611E-01  1.7245E+00 -8.9835E-01 -2.3621E-01
  6.5645E+00  9.6919E+00 -3.1274E+00 -3.9893E-01
  7.4575E+01  7.4733E+01 -1.5816E-01  4.0304E-01
  6.3755E+00  1.0550E+01 -4.1742E+00 -9.9789E-01
  6.9396E+01  7.2906E+01 -3.5100E+00 -9.4177E-02
  8.4378E+00  1.0626E+01 -2.1881E+00 -6.9661E-02
  9.0910E+00  1.0632E+01 -1.5414E+00  2.3457E-01
  6.9828E+01  7.2740E+01 -2.9116E+00  3.6950E-02
  2.1894E+01  3.5440E+01 -1.3546E+01 -1.0776E+00
  1.9889E+01  2.5830E+01 -5.9415E+00 -1.0348E+00
  1.7881E+01  1.7743E+01  1.3769E-01  3.9076E-01
  1.5388E+01  1.3287E+01  2.1012E+00  1.5885E+00
  9.8496E+00  1.1726E+01 -1.8768E+00  1.3019E-01
  8.4996E+00  1.0633E+01 -2.1330E+00 -4.7624E-02
  9.0032E+00  1.0633E+01 -1.6295E+00  1.9234E-01
  7.2845E+00  7.4941E+00 -2.0959E-01  3.8327E-01
  5.5374E+00  5.3035E+00  2.3389E-01  2.2872E-01
  5.0993E+00  3.7533E+00  1.3460E+00  1.0655E+00
  9.6337E+01  9.9698E+01 -3.3613E+00 -8.8532E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6127E+01  3.7664E+01 -1.5367E+00 -4.7973E-01
  7.8282E+00  1.9175E+01 -1.1347E+01 -2.9907E+00
  4.8737E+00  8.3194E+00 -3.4457E+00 -1.1506E+00
  2.4769E+00  4.2010E+00 -1.7241E+00 -4.0026E-01
  2.4570E+00  3.3570E+00 -9.0005E-01  5.5948E-01
  2.1648E+00  3.0642E+00 -8.9935E-01  3.7387E-01
  1.8930E+01  2.2287E+01 -3.3567E+00 -8.2384E-01
  3.0846E+01  2.6598E+01  4.2480E+00  1.2635E-01
  5.7520E+01  5.8549E+01 -1.0293E+00 -2.3820E-01
  3.3568E+01  2.7432E+01  6.1357E+00  2.3519E-01
  6.1140E+01  5.8282E+01  2.8576E+00  5.3162E-01
  1.9514E+01  2.7583E+01 -8.0694E+00 -2.5013E+00
  6.2545E+01  5.8236E+01  4.3088E+00  8.1340E-01
  6.7484E+01  6.4975E+01  2.5086E+00 -2.8344E-01
  5.5067E+01  4.6088E+01  8.9795E+00  5.0310E-01
  4.9005E+01  3.4839E+01  1.4166E+01  1.4650E+00
  4.1969E+01  3.0207E+01  1.1762E+01  1.2131E+00
  3.6325E+01  2.8860E+01  7.4652E+00  4.5736E-01
  2.5758E+01  2.7589E+01 -1.8309E+00 -1.3309E+00
  3.1009E+01  2.7594E+01  3.4153E+00 -3.4735E-01
  3.9215E+01  2.1818E+01  1.7397E+01  2.4372E+00
  2.3828E+01  1.7255E+01  6.5732E+00 -2.9632E-01
  2.6814E+01  1.3646E+01  1.3168E+01  1.7549E+00
  1.1101E+02  9.9698E+01  1.1312E+01 -3.0045E-01
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.7843E+01  3.7825E+01  2.0018E+01  9.4928E-01
  1.9800E+01  1.6854E+01  2.9457E+00  1.4084E+00
  5.9830E+00  6.6918E+00 -7.0878E-01 -7.4006E-01
  6.9622E+00  3.4971E+00  3.4651E+00  1.5607E+00
  7.9135E+00  2.9563E+00  4.9572E+00  3.7845E+00
  4.5406E+00  2.7293E+00  1.8113E+00 -1.8051E+00
  3.3261E+01  1.6174E+01  1.7087E+01  1.0560E+00
  7.3123E+01  6.4732E+01  8.3906E+00  1.4895E+00
  4.0656E+01  1.7786E+01  2.2870E+01  2.0779E+00
  6.3251E+01  6.3258E+01 -7.1547E-03 -1.2844E-01
  3.8837E+01  1.7946E+01  2.0891E+01  1.4104E+00
  6.3469E+01  6.3126E+01  3.4302E-01 -6.0353E-02
  4.0807E+01  1.7961E+01  2.2846E+01  1.9574E+00
  9.0419E+01  5.5540E+01  3.4879E+01  9.1719E-01
  5.1854E+01  3.4209E+01  1.7645E+01  7.4066E-01
  3.8896E+01  2.3692E+01  1.5204E+01  8.9973E-02
  3.6765E+01  2.0037E+01  1.6728E+01  6.3319E-02
  3.1182E+01  1.9049E+01  1.2133E+01 -1.1954E+00
  3.4764E+01  1.7962E+01  1.6802E+01  2.3184E-01
  3.5553E+01  1.7962E+01  1.7591E+01  4.5677E-01
  3.1629E+01  1.2920E+01  1.8709E+01  2.3401E+00
  1.7907E+01  9.2936E+00  8.6134E+00 -4.2667E-01
  1.0535E+01  6.6852E+00  3.8498E+00 -2.0017E+00
  1.0047E+02  9.9698E+01  7.7171E-01  9.2019E-04
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2064E+01  3.6777E+01  5.2866E+00  4.7337E-01
  1.0567E+01  1.6274E+01 -5.7066E+00 -1.1950E+00
  5.9854E+00  6.3582E+00 -3.7280E-01  1.1691E-01
  5.8302E+00  3.2452E+00  2.5850E+00  2.4052E+00
  6.0409E+00  2.7195E+00  3.3214E+00  3.6099E+00
  3.9744E+00  2.5003E+00  1.4741E+00  2.4716E-01
  1.0054E+01  1.4344E+01 -4.2904E+00 -1.3785E+00
  7.1340E+01  6.6793E+01  4.5467E+00  5.1713E-01
  1.4421E+01  1.5620E+01 -1.1990E+00  2.8070E-01
  6.1407E+01  6.5308E+01 -3.9014E+00 -1.2469E+00
  1.3361E+01  1.5733E+01 -2.3725E+00 -1.9268E-02
  7.2460E+01  6.5187E+01  7.2728E+00  7.6839E-01
  1.3399E+01  1.5743E+01 -2.3442E+00  5.8146E-04
  4.9967E+01  5.2295E+01 -2.3276E+00 -2.0844E-01
  2.4277E+01  3.1459E+01 -7.1817E+00 -5.2343E-01
  2.3939E+01  2.1219E+01  2.7203E+00  1.4716E+00
  1.6544E+01  1.7684E+01 -1.1397E+00  3.0945E-01
  1.3789E+01  1.6748E+01 -2.9590E+00 -2.6673E-01
  1.0410E+01  1.5743E+01 -5.3334E+00 -9.6977E-01
  1.3160E+01  1.5744E+01 -2.5836E+00 -7.6615E-02
  5.4067E+00  1.1141E+01 -5.7346E+00 -9.0051E-01
  3.0104E+00  7.8851E+00 -4.8747E+00 -3.5406E-01
  1.5801E+00  5.5805E+00 -4.0004E+00  2.6275E-01
  1.3979E+02  9.9698E+01  4.0092E+01  1.0385E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3037E+01  3.1013E+01 -1.7976E+01 -1.3065E+00
  1.2061E+01  1.4621E+01 -2.5595E+00 -1.3515E+00
  5.9322E+00  5.6378E+00  2.9440E-01 -3.1671E-01
  2.9131E+00  2.4319E+00  4.8122E-01  2.3203E+00
  1.0483E+00  1.8205E+00 -7.7224E-01  7.2149E-02
  6.1424E-01  1.6117E+00 -9.9742E-01 -6.4205E-01
  2.1372E+00  9.0824E+00 -6.9452E+00 -5.7595E-01
  1.2737E+02  7.6149E+01  5.1221E+01  6.5271E-01
  3.2544E+00  9.8430E+00 -6.5886E+00  1.4958E-01
  1.2870E+02  7.4397E+01  5.4303E+01  1.0396E+00
  2.5286E+00  9.9068E+00 -7.3782E+00 -1.9484E-01
  2.1260E+00  9.9119E+00 -7.7859E+00 -3.9634E-01
  1.2839E+02  7.4247E+01  5.4143E+01  9.7823E-01
  1.3297E+01  4.0778E+01 -2.7481E+01 -1.4884E+00
  1.6075E+01  2.4171E+01 -8.0956E+00 -5.5782E-01
  9.5744E+00  1.4979E+01 -5.4041E+00  2.4498E-01
  4.3054E+00  1.1501E+01 -7.1954E+00 -1.6786E-02
  3.5598E+00  1.0626E+01 -7.0659E+00  8.8273E-02
  2.6743E+00  9.9120E+00 -7.2377E+00 -1.1638E-01
